thickness_mm,length_m,width_m,number_of_sheets,total_weight_kg,casting_electricity_kwh,casting_carbon_kgco2e,casting_naturalgas_nm3,casting_wastewater_l,hotrolling_electricity_kwh,hotrolling_carbon_kgco2e,hotrolling_naturalgas_nm3,hotrolling_wastewater_l,coldrolling_electricity_kwh,coldrolling_carbon_kgco2e,coldrolling_naturalgas_nm3,coldrolling_wastewater_l,heattreatment_electricity_kwh,heattreatment_carbon_kgco2e,heattreatment_naturalgas_nm3,heattreatment_wastewater_l,finishing_electricity_kwh,finishing_carbon_kgco2e,finishing_naturalgas_nm3,finishing_wastewater_l,total_electricity_kwh,total_carbon_kgco2e,total_naturalgas_nm3,total_wastewater_l,manufacturing_cost_per_unit,quality_score,transport_cost,product_type,route_type,energy_source,grade,source_name,outer_radius_m,inner_radius_m,volume_m3,weight_kg,electricity_kwh,carbon_kgco2e,natural_gas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_usd,distance_km,price_per_kg_usd,electricity_price_usd_per_kwh,scrap_input_kg,scrap_quality_pct,crushing__electricity_kwh,crushing__carbon_kgco2e,crushing__naturalgas_nm3,crushing__wastewater_l,crushing__liquidfuel_l,crushing__fluorine_g,crushing__so2_g,furnace_melting__electricity_kwh,furnace_melting__carbon_kgco2e,furnace_melting__naturalgas_nm3,furnace_melting__wastewater_l,furnace_melting__liquidfuel_l,furnace_melting__fluorine_g,furnace_melting__so2_g,separation__electricity_kwh,separation__carbon_kgco2e,separation__naturalgas_nm3,separation__wastewater_l,separation__liquidfuel_l,separation__fluorine_g,separation__so2_g,final_casting__electricity_kwh,final_casting__carbon_kgco2e,final_casting__naturalgas_nm3,final_casting__wastewater_l,final_casting__liquidfuel_l,final_casting__fluorine_g,final_casting__so2_g,total__electricity_kwh,total__carbon_kgco2e,total__naturalgas_nm3,total__wastewater_l,total__liquidfuel_l,total__fluorine_g,total__so2_g,prep_of_mining__electricity_kwh,prep_of_mining__carbon_kgco2e,prep_of_mining__naturalgas_nm3,prep_of_mining__wastewater_l,prep_of_mining__liquidfuel_l,prep_of_mining__fluorine_g,prep_of_mining__so2_g,actual_mining__electricity_kwh,actual_mining__carbon_kgco2e,actual_mining__naturalgas_nm3,actual_mining__wastewater_l,actual_mining__liquidfuel_l,actual_mining__fluorine_g,actual_mining__so2_g,grinding__electricity_kwh,grinding__carbon_kgco2e,grinding__naturalgas_nm3,grinding__wastewater_l,grinding__liquidfuel_l,grinding__fluorine_g,grinding__so2_g,pressure_digestion__electricity_kwh,pressure_digestion__carbon_kgco2e,pressure_digestion__naturalgas_nm3,pressure_digestion__wastewater_l,pressure_digestion__liquidfuel_l,pressure_digestion__fluorine_g,pressure_digestion__so2_g,clarification__electricity_kwh,clarification__carbon_kgco2e,clarification__naturalgas_nm3,clarification__wastewater_l,clarification__liquidfuel_l,clarification__fluorine_g,clarification__so2_g,precipitation__electricity_kwh,precipitation__carbon_kgco2e,precipitation__naturalgas_nm3,precipitation__wastewater_l,precipitation__liquidfuel_l,precipitation__fluorine_g,precipitation__so2_g,seed_separation__electricity_kwh,seed_separation__carbon_kgco2e,seed_separation__naturalgas_nm3,seed_separation__wastewater_l,seed_separation__liquidfuel_l,seed_separation__fluorine_g,seed_separation__so2_g,washing_filtering_1__electricity_kwh,washing_filtering_1__carbon_kgco2e,washing_filtering_1__naturalgas_nm3,washing_filtering_1__wastewater_l,washing_filtering_1__liquidfuel_l,washing_filtering_1__fluorine_g,washing_filtering_1__so2_g,washing_filtering_2__electricity_kwh,washing_filtering_2__carbon_kgco2e,washing_filtering_2__naturalgas_nm3,washing_filtering_2__wastewater_l,washing_filtering_2__liquidfuel_l,washing_filtering_2__fluorine_g,washing_filtering_2__so2_g,calcination__electricity_kwh,calcination__carbon_kgco2e,calcination__naturalgas_nm3,calcination__wastewater_l,calcination__liquidfuel_l,calcination__fluorine_g,calcination__so2_g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9368109261202249,1.2252047253174592,0.1240521792956879,7.465680609712288,0.0948406703589896,0.0086139615102966,0.0670313241610803,0.0227250756706425,0.0148559015046932,0.0018173739905487,0.2166414529111778,0.0061033511601163,0.000298453188644,0.0024851110326533,0.0620857005375492,0.0460501890933045,0.0048886342154369,0.4706850753926001,0.0144805693756063,0.00081136667853,0.0075163515598463,0.1933569989601147,0.1102401467360342,0.0072007166932403,0.8481420345793503,0.009793050211544,0.0012220249711952,0.0101394679863046,0.4985502170025186,0.2714550563219642,0.0372934835534284,1.7799680992312126,0.0192081755122407,0.0018894793514475,0.012591112606909,0.1747841491645609,0.0997883362244554,0.0063913108607748,1.1526965263694364,0.0064352451392229,0.0006750760843162,0.0056239384754067,0.1458213576963943,0.0755070098335652,0.0055053514387944,0.8190053407715382,0.0043268651207044,0.0010106667002353,0.0040963809442472,0.0879291470420835,0.0447303652455934,0.0034737876682703,0.4835212720632828,0.0023874787682959,0.0004869165799849,0.0033093766424187,0.1118110117609849,0.0674083610643265,0.0018822214639868,0.7692079572863834,0.0034707487578395,0.0004515986371344,0.0032962517388533,0.075664580279405,0.048891704118013,0.0015415246984353,0.5592168991237867,0.0022444321055017,0.0002622545131689,0.0022442903312785,0.564082688005971,0.446277655175509,0.0540577747127714,0.3665959519835191,0.0263907542079174,0.0015061248056398,0.0157290428431622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9661591551889053,1.173637677859229,0.1255418482737849,7.5223834855679055,0.0932520628217199,0.0092879710911381,0.0642844344231587,0.0274425390670655,0.015171449493093,0.0018165149287263,0.2142016056635264,0.0067323943169315,0.0003299147180779,0.0023512775316589,0.0662540594879493,0.0468318354718712,0.0044379342305471,0.4351041153442423,0.0145417150864198,0.000823289736181,0.0068037310268252,0.2176918956945802,0.1175979513544887,0.0073696409810333,0.9733844619770168,0.0094778072742368,0.0012577393754985,0.0100827045311097,0.4630058056652809,0.2707758151775037,0.0351654553594816,1.8307884805453765,0.0199170155319955,0.0022601498485366,0.0100954627078039,0.1791706319500236,0.0927228033773416,0.0074625325916583,1.1161440995866505,0.0064751213057058,0.000712001967971,0.0054234235005237,0.1599728958566134,0.0787857831938144,0.0057455269661258,0.7647787838517492,0.0042375498998128,0.0010742965673312,0.0036420035530911,0.0870176637742304,0.0466199790145459,0.0031975859512049,0.4831145537769628,0.002511157955839,0.0003796047083675,0.0032307086976109,0.1052230839439027,0.0688079704012444,0.0024041593941314,0.8035371668733224,0.0039609208568133,0.000436804374826,0.0037986987317436,0.072145277496574,0.0459041438988667,0.0016717685354852,0.536426095830814,0.0024492286293862,0.0002604708598204,0.0026322876645888,0.588235302252685,0.3904199464764591,0.0562707293353906,0.3649041221182447,0.0229491519645788,0.0017536989345276,0.0162241364782026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.046498985047061,1.2401746277353305,0.1207377046210622,7.699891675402229,0.0892347165938149,0.0090134822864798,0.0648688009109984,0.027114718001622,0.0148734404784624,0.001620695846892,0.2184051814864816,0.0056281943314051,0.0003327653371921,0.0028353123153103,0.0677692252191422,0.0403069590390863,0.0047822147550799,0.5220477669242797,0.0130822568007028,0.0008350732745788,0.0069608837022931,0.2228168860008124,0.1282012598376473,0.0080690617012977,0.9211176058149706,0.0099830912098081,0.0012406805161909,0.0092357903436516,0.5246043663219202,0.2751911158468538,0.0340302277804921,1.8976114455156343,0.0183268256395263,0.0018537938243205,0.0105347713166801,0.1744978636108143,0.0997655517856821,0.0075448331181226,1.1241018371767653,0.0066048729234033,0.0006800866564625,0.0051426218562247,0.1348396572878361,0.101356851473561,0.0061696195115971,0.776406601250247,0.004435625732256,0.001071375543214,0.0042075879857496,0.0811904597427873,0.0496259035394928,0.0034931105969042,0.4806738795119725,0.002806916397438,0.0005206222772352,0.0035761783940514,0.1232883201754357,0.0664030372478692,0.0026073841608644,0.8629297380900903,0.0033862694610892,0.0004095657685693,0.0036018228002584,0.0697225642437198,0.0514732077702163,0.0015301396813704,0.4938620348239873,0.0026020780067623,0.0002857745978353,0.002206632465142,0.620654924442971,0.4129773007164586,0.0508904174684413,0.4027355848078005,0.0223785860914234,0.0017837444908807,0.0165671997316368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9229625699530324,1.1467891818707343,0.1168472041733872,7.291998046937397,0.0979521109629345,0.0091433557887215,0.0656431389516408,0.0271137781338562,0.0159156755060417,0.0016649437131212,0.2104329986580278,0.0062946154828861,0.0003545437087518,0.0027383024811281,0.0630808958472818,0.0418127010704944,0.0047596202309779,0.4960188563779208,0.0154915658739568,0.0008565168296157,0.0080585916039687,0.2068012978223758,0.1229187463189901,0.0085640813918821,0.8115082453859028,0.0101581147253161,0.0014688992118979,0.0094256594280366,0.4491842349688582,0.2541347658093166,0.0329132126335186,1.708915316533393,0.0221287907379838,0.0018458436251844,0.0116297787778117,0.1717418219345814,0.0857629594031333,0.0063975387489838,1.0516593446149975,0.0064157055035049,0.0006892644272336,0.0050418613653993,0.1469679270674449,0.0875827544512451,0.0066779129144696,0.8540362177068284,0.0036698036177801,0.0010617915675533,0.0041962814722232,0.0859363624941924,0.0462539626598396,0.0034283858952547,0.5154824618117678,0.0024451807843319,0.0004775425310932,0.0032916848622156,0.1140661561525155,0.0691196554792103,0.0027044988323474,0.7873686068235953,0.0036419460824742,0.0004358817750837,0.0038654433380721,0.0744875504782783,0.0435066720607945,0.001723068695024,0.4995936985668106,0.0023472838648252,0.0002863794525273,0.0024884762259333,0.5835825450536475,0.3797812891116686,0.0480139411178074,0.3569823004581521,0.0253591042898749,0.0016666926597802,0.0149070593968517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8995290697805367,1.162749487007285,0.1190637845242442,7.350908501902097,0.0935731292975848,0.0092306872760206,0.0686171658783378,0.0253861306539778,0.0156364410984387,0.0017794378644455,0.1982747130905336,0.0066229476823667,0.000375370181554,0.0023885860511618,0.0683365322128045,0.040536643645118,0.0049817209173694,0.5825078986034181,0.01413444710461,0.0008717396413376,0.0070613499207471,0.1895068841689527,0.1149688782891942,0.0077721654988552,0.7965316662092691,0.0081360081948324,0.0014125848766206,0.0107136765815178,0.4809957496964785,0.2446490157884142,0.0324483378116795,1.6446135648054827,0.0189261302086841,0.0021645888533451,0.0125845887114927,0.1560536968486208,0.1036760023597592,0.0075371451539751,1.254265203991285,0.0081833243647459,0.0006364517948848,0.0061226502163977,0.149152256001629,0.0814244709767786,0.0060881717247671,0.733385338638738,0.00437041156944,0.000924400010064,0.0041779564023273,0.0927584887843727,0.0474071556594792,0.003434181222919,0.5272091140768139,0.0027619482879879,0.0004500643131716,0.0035411041061135,0.1100639499889722,0.0670844145646014,0.0027419039782354,0.7468136021638033,0.0033133250134274,0.000351934464927,0.0034308046830311,0.081865660094527,0.0438215732851325,0.0015382469250944,0.5252411441695334,0.0021285811293441,0.0002502704060033,0.0024457026194563,0.5454097213302017,0.4035448913403685,0.0507424734269033,0.3420662561532208,0.0249960057421459,0.0017932827341122,0.0161507465860921
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98984020978334,1.167203296557922,0.1247044917543631,7.511309397756091,0.0996299268458278,0.0086432499440286,0.0659951798687206,0.0261066159041369,0.016797615428289,0.0016744007768406,0.2118532683520706,0.005807263533751,0.000340053871359,0.0025002757491772,0.0657925488921669,0.0404206051503745,0.0052693505866073,0.5574570401029755,0.0156514920678343,0.0007741662819756,0.0074224272332192,0.1993917922625659,0.1276206101948212,0.0079530990471095,0.8585684878022962,0.0104271983290539,0.0012166465612922,0.0097537981583775,0.5214872195249038,0.2686271988729964,0.0372834458678188,1.6771039953402942,0.0216305382347679,0.0017186623261316,0.0139436253457419,0.1880501810200825,0.0966074506949217,0.0058478754179363,1.1275972656354072,0.0061028727458727,0.0007014775287932,0.0052490279469093,0.142773537375131,0.0917650359875127,0.0062903150332004,0.8180018445648284,0.004252672812082,0.0009174877470741,0.0045450729581397,0.0833683086062155,0.042903099028066,0.0037263823029462,0.5860195463173958,0.0025425320262483,0.0005881817770081,0.0034220433754867,0.10916921217623,0.0633322429186127,0.002846393769967,0.770801584087918,0.0037563687119993,0.000391802142026,0.0034533260448902,0.0802714500747335,0.0430073683689747,0.0016511411977039,0.5877534486236798,0.0026499281946085,0.000284450249481,0.002269357003315,0.5734293439471737,0.3761220699133529,0.0521620877542328,0.3161529169292259,0.0268090601896093,0.0017103214588874,0.0134362260534633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.965121665831816,1.2035612735263146,0.1247337652093164,7.81668432136737,0.0970678988671371,0.0091316414837121,0.0659732531730519,0.0238181786035048,0.0155719408563573,0.0016912060769568,0.2313643140740798,0.0060506154682786,0.0003197037665778,0.0025899452071198,0.0663001203552926,0.0434799579877924,0.0053102235594755,0.5537862417359788,0.0144250832697673,0.0009489112678406,0.0072383933414724,0.1937534456329402,0.1416045296776204,0.0086973411887585,0.7996002361852755,0.011397039631701,0.0015606302036267,0.0093280761786797,0.4589786358003463,0.2686710948216549,0.0357253623902277,1.854237298262183,0.0212262938500228,0.002054733589515,0.0131656701447302,0.1662240637702681,0.1058170539201713,0.006660923280956,1.1388159061707446,0.0067451719937191,0.0006773034566215,0.0049633483420269,0.1676091493407158,0.080576791360015,0.0056372888849107,0.8802017655288771,0.0045450655026344,0.0008472700659406,0.0040794331754432,0.074064644347813,0.0443870457325338,0.0026423625595711,0.5050396073917024,0.0023432514336408,0.0005121691693485,0.0030076957281057,0.1128604924047391,0.0643468646040041,0.0028219285843473,0.8977683711420945,0.003769061549995,0.0003985386520018,0.0040732343687866,0.0665521402464482,0.0397953523087033,0.0016898873798433,0.6310599679189695,0.002345808771517,0.0002684611678631,0.0021363459880242,0.6349607953297471,0.3993106422574616,0.053857241304269,0.3248106129574646,0.0242205073958606,0.0015439201443761,0.0153911106986629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.923966238472809,1.1201909728909822,0.1180664607870717,7.318839875485584,0.0959971764105929,0.0089582612120724,0.0657287446512667,0.0235439225303412,0.0147999153642559,0.0016488605304688,0.1969150619586318,0.0057227309704991,0.0003512599725677,0.0025643116045793,0.0666087826846923,0.0430522415111799,0.004740968058416,0.5138121389717695,0.0146045106275339,0.0007592911220377,0.00728072094461,0.1912333142134921,0.1231848282790235,0.009202722485413,0.905864592328032,0.0102248642400015,0.0013249970962817,0.0099790057805078,0.4988019914700202,0.2600581347329078,0.0320811267361379,1.4498667295692929,0.0206230997194945,0.0020280220586115,0.0128599680924354,0.174333794978308,0.1079404048967253,0.006463312550762,1.194293584216065,0.0065446391721682,0.0007175423378633,0.0045717835860646,0.1555542747570149,0.0730224082733739,0.0058371477690639,0.7889178271774788,0.004092797739666,0.0009439273069254,0.00450531624811,0.0843756020632738,0.0459454470412951,0.0034101136753666,0.6054737896298498,0.0027588416909529,0.000552096792525,0.0035051408814047,0.113526254978404,0.0550209218441422,0.0024270706082728,0.7881574407967014,0.0030947711085258,0.000374471979389,0.0030679173797152,0.0745964697733784,0.0467694513697177,0.0018335876843979,0.5600206350633486,0.0022172052862642,0.0002346879576586,0.0020831243271751,0.5413918310238837,0.3503972195783607,0.0504215506887724,0.315518075774415,0.0261137158554863,0.0016719645882121,0.0153114558066642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9312875304346384,1.1386301617609154,0.1140603098140992,7.609521375559665,0.0955424335281068,0.0093596785099717,0.0683627078871366,0.0275644236256112,0.0147966872819791,0.0017505376425998,0.2037976117587525,0.0058091187206043,0.0003613700875857,0.0027091455126825,0.0634303424369678,0.0419503304382087,0.0052018267502636,0.5001144256541022,0.0150502026358606,0.0008669699382808,0.0076847605668438,0.1818354369951929,0.1213359822746991,0.0079517187343023,0.8864578849357463,0.009028844117229,0.0013934399552993,0.0089317423488494,0.4511882655725742,0.2440652266932222,0.0328773066658707,1.8308992140061149,0.0203635167107759,0.0021309132317249,0.0133064558753793,0.1731835299088085,0.0946880677158203,0.0070255893694902,1.0622972458409123,0.0065564647285041,0.0006066195756343,0.0054353978375216,0.1488068540207201,0.0860989629134987,0.0055123578832601,0.7886784955079958,0.0040200842313927,0.0010097374543743,0.0045148840049264,0.0897722324493233,0.0475255471669217,0.0029731731687045,0.6183696707418959,0.0028660877665679,0.0005361680554092,0.0032181766071239,0.1112951021214498,0.063741957010913,0.0027788211177734,0.8312083674843919,0.0033712379868215,0.0003943631662885,0.0038541875584971,0.0832977996448942,0.0489962101125325,0.001791373770252,0.534242617067367,0.0018322489937958,0.0002777387543797,0.0023796909763305,0.6009135436590957,0.3754311901531197,0.0461976047115821,0.3534558425623876,0.0266446276365546,0.0017823582909946,0.0163282665989817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9194280699319095,1.1447591132358537,0.1246829975196223,7.18527934615784,0.0982665355330595,0.0093263694481006,0.0628112998538251,0.0265936355031306,0.0156798397752589,0.0016914499924565,0.2053198525772979,0.005995497632275,0.0003640969742151,0.0026665362277347,0.0780294141262437,0.049158020146802,0.0051288411138645,0.3710747025902862,0.0157189282686232,0.0008173882879421,0.0064130435625399,0.198228918637054,0.1185184932659623,0.0088695048303986,0.7558880507297322,0.0094195146358977,0.0013931353899933,0.0097635413945898,0.4976815414322575,0.2568007553812401,0.0316384667226713,1.6388491755617982,0.0207474316944091,0.0022551565421654,0.0101701203217422,0.1673358039035125,0.0892704513057589,0.0060022972353737,1.1808625836105275,0.0070629447445682,0.0007016986501499,0.0054335034565665,0.1477888136244294,0.0823890325889271,0.0068733618990344,0.7516074931878912,0.004471826115114,0.0010204621511965,0.0036922879885488,0.0726606639620593,0.0456432649302911,0.0036549428421531,0.5385440408867898,0.0027154936705827,0.0004742590578607,0.0037900716191155,0.1045134669920552,0.0673018282918591,0.0025481257179122,0.8059264463462541,0.0039092929492937,0.0003875743584518,0.0032279155558346,0.074906192028145,0.042945263742462,0.0021076501183332,0.5701294247700176,0.0023108296295995,0.0002516043733758,0.002062268864382,0.5516896197230221,0.377052163807292,0.0561683570474246,0.3670775758972444,0.0259147761926957,0.0016609936627497,0.0155920108627705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.052972905082094,1.1864928929052891,0.1220718209420751,7.3985418912557375,0.0963874122161792,0.0095613274098702,0.0638732590113806,0.0245610059055541,0.0181203620757426,0.00167716474512,0.2027494824611544,0.00501392581655,0.0003352822028049,0.0027014454531785,0.0628450353980579,0.0402347013906679,0.0053870406595213,0.4565302419364113,0.0155352509436876,0.000817885116228,0.0066123992631468,0.1877217451801608,0.1256853732216224,0.0099845327429652,0.8971633584014491,0.0095740846133026,0.001469655523735,0.0091397722834315,0.5224520944323258,0.2875785346785982,0.0268952562609512,1.5788075883023285,0.0217678475567547,0.0020619660392974,0.0110350285997816,0.1623525745479896,0.0852551999174022,0.0067573333767822,1.2784396624545669,0.0071886218410455,0.0007857533328173,0.0054195159862129,0.1641615081068403,0.0969135648805412,0.0061093748639091,0.7548307480323537,0.0045616044056406,0.0011252871099723,0.0041051706690615,0.0806453305880779,0.0480692778472034,0.0036007238264773,0.5388988768720352,0.002292154455986,0.0005792192556883,0.0032452227860436,0.1100884392217862,0.0620509351312293,0.0030385324357464,0.8300246063538036,0.0033543033462996,0.0004330261373953,0.0037649528459817,0.0738030193231719,0.0468379919860568,0.0016003872603277,0.5249615245483601,0.0020403135897114,0.0002464318566615,0.0026854534535422,0.6643421523781291,0.3757469517762245,0.0570214747702743,0.3361358018932756,0.0250593056472008,0.0017068208352697,0.015164297671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.903339390497432,1.1521181802184914,0.1259504816829118,7.721648333649399,0.0981487295714181,0.0094613927310991,0.0621215268515998,0.0251103870561942,0.017461077439563,0.0017181213734325,0.2143195858760592,0.0063857067029034,0.0003493708051071,0.0023743323764443,0.0614683634880816,0.042948945565531,0.0050379880920228,0.5131644436411976,0.0144335293584329,0.001005918670391,0.0061577667637763,0.1751776182279108,0.1252884876340187,0.008272828988306,0.8690746959382025,0.010622848084738,0.0014839931493664,0.0083494281391381,0.4571851619240193,0.2802802374315053,0.0358598991199889,1.9647493607198083,0.0217842416317613,0.0020317747397718,0.0111476708323387,0.1631890214776814,0.0944507246176065,0.0071163467958464,1.1251627345934363,0.0061609419871973,0.0006589546770723,0.0054177599691047,0.1568201081620832,0.088431770257637,0.0061117652764136,0.8533395853502802,0.004321225994509,0.0009920442289782,0.0039736709163379,0.0865063930802956,0.0393513967116661,0.0033555126349575,0.5025465386722482,0.0023029625519525,0.0004763874939822,0.0035954513277777,0.1140378959354809,0.0667791482232605,0.0026054642210183,0.8213664719354088,0.0038850283738076,0.0004115754965355,0.0032003867220403,0.083457294217455,0.0453622018269313,0.001628877074693,0.4955886120325732,0.0024469015850574,0.0002697371742399,0.0026459993239037,0.5803871469282298,0.3517641905107718,0.0542436781062322,0.3623363048901843,0.0258053433010582,0.0017816362956543,0.0152590604807377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.919261431373464,1.170053185505571,0.1169798730582513,7.402236971420065,0.0994277977113308,0.0089687097978266,0.0642991399726983,0.0259234127653772,0.0174858367954919,0.0017754759229163,0.2015482290351902,0.0065213055575265,0.0002829123913008,0.0029215278730329,0.0597636294898675,0.0406077474012495,0.0050851837605058,0.5046959349129333,0.0154825274065152,0.0007861595600668,0.0069258982194808,0.195625175969385,0.1249648931668338,0.0084609099412119,0.8556086666394177,0.0098017444363293,0.0013107482249787,0.0095407058584371,0.5078938092325312,0.2604460294979712,0.031902795147401,1.7740446419965905,0.0203529213612952,0.0021602893497265,0.0111346919344227,0.1485221721701392,0.0948686516247665,0.0064300049602468,1.0988186560717002,0.0064925311305502,0.0007157762984105,0.0049956607899768,0.1546346044801808,0.0859513245601911,0.0060323587787895,0.763689427365638,0.0044040737583313,0.0009623786552083,0.0046722743593678,0.0835724968913709,0.0431674885335576,0.0034454009083778,0.4791787547305765,0.0026704588174728,0.0005900098179084,0.0032101214970979,0.1148477444809289,0.0580363085422907,0.0026321795417903,0.7646852852948052,0.0034116231692654,0.0003760979329623,0.003755578371268,0.080149591981669,0.0442733874806413,0.0015956636966659,0.6053937377464755,0.002253195696612,0.0002302468322238,0.0024574585749025,0.5483287939120141,0.4002515179025771,0.0496199004003455,0.3545736376267369,0.0280374163774326,0.0015540907350402,0.0146852224947115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,bauxite,na,low,baux_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.994123718735353,1.230177707643367,0.1225241922428181,7.054993193306766,0.1012991818299339,0.0092850410786313,0.0658922103540937,0.0253629975229543,0.0179130332199707,0.0016205332059445,0.1953892084678745,0.0061519904861435,0.0003260656985613,0.0025776148110986,0.0605091773315658,0.0491817406016645,0.0046119944877049,0.4983493345885145,0.0144166760812778,0.0009654307289084,0.0061603644569656,0.2327319706982742,0.128980169446105,0.0087517170282894,0.7905773569884664,0.0106136204874839,0.0012901401317391,0.0101908730729357,0.4431819876642751,0.2698146831550641,0.0326595707655362,1.5808059784350617,0.0214737276228094,0.0021175558449748,0.0129214927170514,0.1485169074439274,0.1060498334188087,0.0080096307315063,1.0695664983486226,0.0077149777499262,0.0006672945737849,0.004603050434029,0.1496799147781349,0.0913259109449202,0.005595912345039,0.7323926057360627,0.0044291005236944,0.0010202216136542,0.0044264099759128,0.0864353012784765,0.0492209417299564,0.0032956424937455,0.5183909774109206,0.0023820991173187,0.0005566541814708,0.0032468860833603,0.1211926248553159,0.0652003419525653,0.0025865719208976,0.7873237337795963,0.0033124756380618,0.0003574577810918,0.0033025069855215,0.0730797848623408,0.0448649192390008,0.0018219527831132,0.5267830638728066,0.0022309662700541,0.0002441382920527,0.0024611211501534,0.6534330523000881,0.4076261339353113,0.0535706664810411,0.3554144356788399,0.0285735478531637,0.001740082232393,0.016001890667065
